16.756148512168934,1042.4981066605758,39417.87554302982,1490304.599617348,56344618.56356937,2130245189.3620083,80539097150.22023,3044976325561.5483,115122731078607.1,4352494664668520.5,164556639930920830,6221463742430310000,235217558614610700000,8892971521040346000000,336220403526976440000000,12711629569529800000000000,480594052644933140000000000,18170026287685808000000000000,686962007703226500000000000000,25972268424700915000000000000000,981944735750410800000000000000000,37124807440805866000000000000000000,1403593580512087000000000000000000000,53066266872789940000000000000000000000,2006299201501593300000000000000000000000,75853017804987070000000000000000000000000,2867807705758645000000000000000000000000000,108424440782999950000000000000000000000000000,4099249519240826000000000000000000000000000000,154982091672737050000000000000000000000000000000,5859474673721502000000000000000000000000000000000,221531682024803340000000000000000000000000000000000,8375543691798056000000000000000000000000000000000000,316657786787191970000000000000000000000000000000000000,11972017294967555000000000000000000000000000000000000000,452631212910376940000000000000000000000000000000000000000,17112823165302173000000000000000000000000000000000000000000,
0,50.057010673863864,23922.103918774865,904410.2196828676,34193393.60331058,1292764469.921238,48876102865.626785,1847879866615.899,69863589798034.69,2641362822106787,99863141561722960,3775568793165968400,142744555088108270000,5396804858696763000000,204039325106834630000000,7714202621753860000000000,291654180184704040000000000,11026695173826340000000000000,416891012429458960000000000000,15761578016321472000000000000000,595904766852281300000000000000000,22529628111446400000000000000000000,851787351058228300000000000000000000,32203891153186630000000000000000000000,1217546379525183000000000000000000000000,46032300234879960000000000000000000000000,1740362996061375800000000000000000000000000,65798653176246780000000000000000000000000000,2487678012923763000000000000000000000000000000,94052713805673700000000000000000000000000000000,3555891449076796000000000000000000000000000000000,134439119149103270000000000000000000000000000000000,5082797665907166000000000000000000000000000000000000,192167519960455270000000000000000000000000000000000000,7265360172695582000000000000000000000000000000000000000,274684600445764670000000000000000000000000000000000000000,10385118965692715000000000000000000000000000000000000000000,
0,0,109.01155041225213,70950.56348151235,2682484.2879720656,101417710.43738833,3834343828.5859766,144966686570.71497,5480817940900.056,207215643887049.16,7834291073566667,296194415991416300,11198349823953912000,423380833699732060000,16006941483543478000000,605181329108775700000000,22880351095079273000000000,865047285918498900000000000,32705215220053780000000000000,1236500154386718500000000000000,46748893762389630000000000000000,1767455556114454400000000000000000,66822953259978410000000000000000000,2526404167243517000000000000000000000,95516850197163230000000000000000000000,3611246684073383000000000000000000000000,136531958354069680000000000000000000000000,5161922538886474000000000000000000000000000,195159028103620170000000000000000000000000000,7378461409179851000000000000000000000000000000,278960667593868160000000000000000000000000000000,10546786077595887000000000000000000000000000000000,398746882583871400000000000000000000000000000000000,15075595086555430000000000000000000000000000000000000,569969514848734200000000000000000000000000000000000000,21549082871469437000000000000000000000000000000000000000,814715454956739800000000000000000000000000000000000000000,
0,0,0,239.6623789099126,151785.58504053293,5738764.931477495,216967399.62439048,8202981784.566692,310133659086.34924,11725356791708.617,443305613069413.75,16760246196591848,633661844761069000,23957126213790550000,905757386481009200000,34244359521412336000000,1294691245729419400000000,48948949409325920000000000,1850634007281744100000000000,69967716779129650000000000000,2645299595718009700000000000000,100011980856769170000000000000000,3781196024482685000000000000000000,142957306245530150000000000000000000,5404848433313968000000000000000000000,204343431995878520000000000000000000000,7725700121853463000000000000000000000000,292088871121692130000000000000000000000000,11043129721254988000000000000000000000000000,417512360440658400000000000000000000000000000,15785069588127293000000000000000000000000000000,596792922822813700000000000000000000000000000000,22563207006655470000000000000000000000000000000000,853056882808149300000000000000000000000000000000000,32251888886704474000000000000000000000000000000000000,1219361050503708400000000000000000000000000000000000000,46100908281944180000000000000000000000000000000000000000,
0,0,0,0,547.8695720484952,331838.1912186071,12546709.792953491,474357887.90844727,17934253871.399902,678048042717.2031,25635254339939,969203099165440,36643078899982340,1385380662141255700,52377683225635455000,1980265623055556000000,74868755094878530000000,2830595261664109000000000,107017533885729730000000000,4046057984374987000000000000,152971056410179570000000000000,5783442597619740000000000000000,218657104584882720000000000000000,8266863304763202000000000000000000,312548860597620550000000000000000000,11816669353261274000000000000000000000,446757906386909500000000000000000000000,16890768536570634000000000000000000000000,638596559070674500000000000000000000000000,24143695082531005000000000000000000000000000,912811076035892500000000000000000000000000000,34511041399684520000000000000000000000000000000,1304773802333001600000000000000000000000000000000,49330144968240280000000000000000000000000000000000,1865046031917376700000000000000000000000000000000000,70512598400225380000000000000000000000000000000000000,2665900169787281400000000000000000000000000000000000000,
0,0,0,0,0,1236.6731893325,761496.3443778753,28791882.761558533,1088545269.661377,41155098642.3125,1555968492082.75,58827170810128,2224104177431552,84087664314810370,3179138532115480600,120195059392282890000,4544266365328219400000,171807035191001900000000,6495582558036675000000000,245581286707735630000000000,9284797451597931000000000000,351034335200878150000000000000,13271706263070028000000000000000,501769113361035500000000000000000,18970600925807635000000000000000000,717229677769396400000000000000000000,27116611260095350000000000000000000000,1025209398062602100000000000000000000000,38760533158294905000000000000000000000000,1465436167046611700000000000000000000000000,55404376170690040000000000000000000000000000,2094697106487850600000000000000000000000000000,79195115462108840000000000000000000000000000000,2994163830961149700000000000000000000000000000000,113201641216174880000000000000000000000000000000000,4279863193036293000000000000000000000000000000000000,161810630608140260000000000000000000000000000000000000,
0,0,0,0,0,0,2528.563621341353,1728956.5636444092,65371399.213378906,2471519917.5,93441817841,3532794926032,133565899049984,5049783457480704,190919337574400000,7218169604084859000,272900446298035980000,10317664681781566000000,390084391282773130000000,14748088547890050000000000,557587334201619500000000000,21080944434044730000000000000,797016343473111000000000000000,30133140086063420000000000000000,1139256602208989000000000000000000,43072364916514500000000000000000000,1628455446742771400000000000000000000,61567716275283480000000000000000000000,2327717159724498000000000000000000000000,88005004943235020000000000000000000000000,3327243116555053500000000000000000000000000,125794513179103400000000000000000000000000000,4755967326087910400000000000000000000000000000,179810904569336070000000000000000000000000000000,6798188294490684000000000000000000000000000000000,257022032073445500000000000000000000000000000000000,9717342637369163000000000000000000000000000000000000,
0,0,0,0,0,0,0,25715.99266208859,2554056.6975097656,96568637.6015625,3650991892.25,138034632584,5218734484480,197306942144512,7459668562018304,282030899342606340,10662863691562615000,403135479484124230000,15241516642128739000000,576242583547065500000000,21786251465705670000000000,823682189935442800000000000,31141307271224280000000000000,1177372811450501600000000000000,44513440914217730000000000000000,1682938825570887800000000000000000,63627592602245590000000000000000000,2405595792834708000000000000000000000,90949396313875970000000000000000000000,3438562982456377400000000000000000000000,130003231060446270000000000000000000000000,4915088147137558400000000000000000000000000,185826853610642640000000000000000000000000000,7025635873035381000000000000000000000000000000,265621241400763000000000000000000000000000000000,10042456655059391000000000000000000000000000000000,379679481777002400000000000000000000000000000000000,
0,0,0,0,0,0,0,0,249432.96471352366,46142765.6171875,1744521876.75,65955892528,2493622511104,94277460230144,3564388577443840,134760372103020540,5094943430270779000,192626720745032000000,7282721380441533000000,275340983629525500000000,10409935095159908000000000,393572899271773100000000000,14879980142924583000000000000,562573812780434000000000000000,21269470440789320000000000000000,804144024328614300000000000000000,30402619222882016000000000000000000,1149444916985463800000000000000000000,43457559302812540000000000000000000000,1643018650273806500000000000000000000000,62118313588212510000000000000000000000000,2348533828453504500000000000000000000000000,88792029460037590000000000000000000000000000,3356998493513246000000000000000000000000000000,126919488252440930000000000000000000000000000000,4798499749534529000000000000000000000000000000000,181418945908860780000000000000000000000000000000000,
0,0,0,0,0,0,0,0,0,134765828.4131259,-4738366149.75,-179145449896,-6773028860928,-256070818250752,-9681379723837440,-366028090800865300,-13838581643230577000,-523201215511373300000,-19780893651089880000000,-747864763625438900000000,-28274845165095220000000000,-1068999245661210600000000000,-40416114855724340000000000000,-1528029453364842500000000000000,-57770867509488800000000000000000,-2184168061161103000000000000000000,-82577782219987770000000000000000000,-3122053771465110000000000000000000000,-118036831692590930000000000000000000000,-4462669309887650500000000000000000000000,-168722060336746480000000000000000000000000,-6378947587205095000000000000000000000000000,-241171617749461450000000000000000000000000000,-9118079199909440000000000000000000000000000000,-344731147190568700000000000000000000000000000000,-13033398933548935000000000000000000000000000000000,-492759324566051900000000000000000000000000000000000,
