14.86164046314333,1122.736331627249,42033.8978778182,1574049.984493167,58944206.62031078,2207310993.844627,82658193308.57047,3095339503441.091,115912606571138.94,4340632860242296,162545681481661700,6086923132877875000,227939819057843960000,8535767575490599000000,319642826795029100000000,11969812417911880000000000,448239088474440800000000000,16785415963222559000000000000,628571216350919300000000000000,23538396360897833000000000000000,881453189121866100000000000000000,33008184274770720000000000000000000,
0,48.050420664226905,20728.990531437208,776266.1903738565,29069125.219887093,1088564794.9723685,40763988092.59696,1526507870187.9307,57163844547091.61,2140640862103729.3,80161566053017140,3001847150463240000,112411555293025080000,4209527377650399000000,157636113983094620000000,5903072293488934000000000,221055071846631100000000000,8277951270056020000000000000,309988260649204360000000000000,11608273424840874000000000000000,434700370987138200000000000000000,16278425362723233000000000000000000,
0,0,121.44784086962217,67098.79879111837,2512756.4706534245,94096059.51194184,3523658163.853936,131952051996.87747,4941269372289.489,185037994097259,6929203141332513,259481067161729800,9716907246340856000,363873509026161000000,13626139183418860000000,510264321090090000000000,19108103467368387000000000,715549967004635400000000000,26795529768546403000000000000,1003424566676564500000000000000,37575702727547510000000000000000,1407114677434577000000000000000000,
0,0,0,283.84796000669303,166597.90832912512,6238940.069082406,233632114.311877,8748929093.958965,327625186231.4425,12268731508747.08,459432849638212.75,17204593902301712,644268366043946000,24126214768104514000,903465496235433300000,33832489295710658000000,1266940836937232200000000,47443718086174670000000000,1776646801662630300000000000,66530912525128750000000000000,2491413778632812000000000000000,93297121304586960000000000000000,
0,0,0,0,664.4333413828098,392960.0378192682,14715711.6105721,551064904.0074577,20635981208.28766,772765118291.6602,28938091905901,1083658079734488,40580244110625280,1519627124899565600,56906178100700120000,2130991907798633200000,79800237209088540000000,2988316302528764300000000,111904859387275940000000000,4190552902279354000000000000,156925568049088060000000000000,5876464152053570000000000000000,
0,0,0,0,0,1432.5584618733294,927405.6034858227,34729310.04682922,1300518932.4641113,48701130647.296875,1823733718049.5,68294198006320,2557444343948800,95769798351159300,3586335826934497300,134299172443739130000,5029163076030688000000,188329390159392100000000,7052457568329424000000000,264096632559912250000000000,9889748453417373000000000000,370345973456947300000000000000,
0,0,0,0,0,0,3485.7445438753075,1980287.0668869019,74155813.7915039,2776937608.9921875,103989262375.5,3894133874736,145825427990016,5460792086282240,204492800839909380,7657736265990668000,286762783198148560000,10738538256213964000000,402130996800806650000000,15058784979982681000000000,563913269276575500000000000,21117120383263187000000000000,
0,0,0,0,0,0,0,31071.174921174043,5980373.55770874,223950197.07421875,8386360845.46875,314047917900,11760297291392,440393279047680,16491610303365120,617568939565645800,23126389051363426000,866024561658462000000,32430421331898020000000,1214436951013447800000000,45477580836052714000000000,1703019954300052400000000000,
0,0,0,0,0,0,0,0,6464483.868054138,-198526797.03222656,-7434319300.09375,-278396387630,-10425238007360,-390398697576448,-14619440161947648,-547460920176017400,-20501021697163395000,-767711218437072100000,-28748836194598360000000,-1076570936243297500000000,-40314848514997030000000000,-1509688735293430700000000000,
0,0,0,0,0,0,0,0,0,436738135.8058684,-7289496003.875,-272973123066,-10222150510016,-382793586978816,-14334648063688704,-536796179279642600,-20101654212536960000,-752755920597598300000,-28188798270510300000000,-1055598935642504400000000,-39529500373476650000000000,-1480279440651010700000000000,
0,0,0,0,0,0,0,0,0,0,23593160128.00959,-271061066072,-10150548835840,-380112285908992,-14234240140574720,-533036157714300900,-19960850956823822000,-747483195591413000000,-27991348113269213000000,-1048204928487882200000000,-39252613579905340000000000,-1469910733008790200000000000,
0,0,0,0,0,0,0,0,0,0,0,1166773173649.2944,-10607713254976,-397231932286976,-14875327461326848,-557043249701716000,-20859855615972870000,-781148637888830800000,-29252033447680610000000,-1095414395556025700000000,-41020488235968410000000000,-1536113150865162400000000000,
0,0,0,0,0,0,0,0,0,0,0,0,54090629587201.99,-389376311736320,-14581154396438528,-546027215540715500,-20447333100577358000,-765700716294167300000,-28673548050267755000000,-1073751583691818700000000,-40209270949251100000000000,-1505735122584415000000000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,2414591971825148.5,-14568380919250944,-545548881690099700,-20429420718547010000,-765029943012141000000,-28648429269388146000000,-1072810949616290400000000,-40174046594486255000000000,-1504416059776746700000000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,104774221229215410,-537516426626334700,-20128625655015277000,-753765932721902700000,-28226620658928773000000,-1057015288456312900000000,-39582539145253950000000000,-1482265608791186400000000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4461691301225686000,-20152827027063310000,-754672211752397000000,-28260558524305923000000,-1058286175507932700000000,-39630130638204510000000000,-1484047788800169800000000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187379619510984100000,-760206180021262400000,-28467791592714777000000,-1066046527332128500000000,-39920736130046060000000000,-1494930227618333500000000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7767703468994709000000,-28116018383232270000000,-1052873514760812600000000,-39427440261184565000000000,-1476457548737507500000000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319344242102559900000000,-1065884558230260400000000,-39914670789872830000000000,-1494703095686814500000000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13016687255010227000000000,-39621513617029210000000000,-1483725103112651300000000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527251951355053800000000000,-1490785624878218700000000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21227948248528445000000000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
