15.197611754178833,1116.62565690306,41804.55327678061,1565267.6564150702,58608073.306894764,2194454209.054695,82166651881.9547,3076554827235.2603,115195026031737.69,4313231769811126.5,161499753426574400,6047013411010493000,226417504776968730000,8477719989190826000000,317430122224527460000000,11885493107103180000000000,445026909888143600000000000,16663082359303128000000000000,623913537684064850000000000000,23361110154275475000000000000000,
0,40.32839785420871,21098.229578589548,790001.4147357715,29579957.58314745,1107558175.8597593,41470151093.560715,1552761253484.4236,58139829470981.586,2176921766531847.5,81510187090933380,3051974904078953500,114274683294941120000,4278771501268299400000,160209462255199860000000,5998701213302032000000000,224608557696493570000000000,8409987828470131000000000000,314894036097182500000000000000,11790534777457775000000000000000,
0,0,100.16849574907559,56580.79242381589,2118658.3699392183,79328524.58226654,2970286321.8166413,111216029260.1534,4164246725145.407,155921326560922.5,5838141128812616,218596728182308100,8184887709580329000,306465642809476700000,11474951588241340000000,429655059357964000000000,16087516240248315000000000,602362693382433860000000000,22554184807669227000000000000,844493289386921500000000000000,
0,0,0,227.02700881156454,138697.8845191853,5193505.421526436,194459203.57386518,7281106903.974739,272625503169.83887,10207879806775.008,382212262119744.5,14311122003865704,535849404397654800,20063736729776046000,751243779050739600000,28128719149551820000000,1053219824321408300000000,39435567344746560000000000,1476580611083781500000000000,55287407988031330000000000000,
0,0,0,0,524.2816236574548,317402.88145188615,11885240.200348377,445018206.5322418,16662751444.584717,623901156979.1406,23360646565267,874689527844048,32750881614842370,1226286827970576400,45915691740382626000,1719215031842968200000,64372335767599690000000,2410284656329657000000000,90247962191478230000000000,3379142234643829500000000000,
0,0,0,0,0,1103.264068141613,731413.2215064764,27387761.33036232,1025476779.4671631,38396763895.33594,1437684862368.75,53831039671256,2015588333371520,75469401185796100,2825790574977089500,105805694071224660000,3961668283872638400000,148336209401747250000000,5554132613607777000000000,207962635783708440000000000,
0,0,0,0,0,0,2797.324943560231,1555455.6007051468,58245738.11462402,2180890178.8935547,81658746969.3125,3057537449097,114482960765152,4286570006505472,160501460637253630,6009634468866818000,225017930121606070000,8425315904296334000000,315467963176501100000000,11812024250839646000000000,
0,0,0,0,0,0,0,6709.252391986673,3918724.9372558594,146742532.515625,5494480274.5,205728987792,7703082774016,288425485697024,10799476422737920,404363334582796300,15140521602648637000,566904501471992100000,21226528569508860000000,794782034392183400000000,
0,0,0,0,0,0,0,0,1133660.72435135,51875809.96875,1942413201,72729528512,2723201700352,101964472090624,3817841942331392,142950940335407100,5352492688216162000,200412658830978060000,7504024074792194000000,280972157412084460000000,
0,0,0,0,0,0,0,0,0,251270936.4492542,-7818911282.75,-292762449520,-10961864596480,-410443611783168,-15368184615927808,-575428857805406200,-21545704806183600000,-806732909776407100000,-30206391152632595000000,-1131013815608594200000000,
0,0,0,0,0,0,0,0,0,0,16477155574.453163,-264676702432,-9910253752832,-371068289679360,-13893859761717248,-520225911333716000,-19478748362230990000,-729340138733829100000,-27308584107839045000000,-1022511618492290600000000,
0,0,0,0,0,0,0,0,0,0,0,885095040663.4976,-10040046352896,-375928096243712,-14075824834609152,-527039205340086300,-19733857613822034000,-738892159709668700000,-27666239139106300000000,-1035903248257980900000000,
0,0,0,0,0,0,0,0,0,0,0,0,42928666920920.164,-366497260879872,-13722707339771904,-513817474500657150,-19238798132212924000,-720355715106543200000,-26972181547820190000000,-1009915743572218600000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,1982114492938939.3,-14031422597103616,-525376658346082300,-19671607082609540000,-736561321708779200000,-27578965868745000000000,-1032635486611644200000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,88054929740851620,-518167498546216960,-19401675502669267000,-726454309697515200000,-27200530404163335000000,-1018465778945532400000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3826476282699124000,-19824029556700873000,-742268455422567400000,-27792657320296220000000,-1040636706438229700000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162801963747996270000,-731174165051407900000,-27377255291825330000000,-1025082864644072800000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6823147316984677000000,-27235019452795343000000,-1019757148315480800000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282598607828904760000000,-1015466450484704100000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11615780545989732000000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
