58.27806416676021,30.660672445967286,0,0,0,0,0,0,0,0,0,
30.660672445967286,16.37143035902065,3.928240947736269,0,0,0,0,0,0,0,0,
0,3.928240947736269,-0.5476185915805788,3.3226745558949,0,0,0,0,0,0,0,
0,0,3.3226745558949,0.012728247288563144,3.483564322672177,0,0,0,0,0,0,
0,0,0,3.483564322672177,-0.5396495660976571,3.107661878688778,0,0,0,0,0,
0,0,0,0,3.107661878688778,0.06894718793418009,3.443995134465823,0,0,0,0,
0,0,0,0,0,3.443995134465823,0.2220702456663754,3.5883095503995,0,0,0,
0,0,0,0,0,0,3.5883095503995,0.17841040283742698,3.477137681212573,0,0,
0,0,0,0,0,0,0,3.477137681212573,-0.5814302067033091,3.406385344943288,0,
0,0,0,0,0,0,0,0,3.406385344943288,-0.1500986393116543,3.119932411160865,
0,0,0,0,0,0,0,0,0,3.119932411160865,-0.7549521277773231,
0,0,0,0,0,0,0,0,0,0,2.8996326466491187,
