62.66258178115062,28.357368947480186,0,0,0,0,0,0,0,0,
28.357368947480186,12.505644469081053,4.039326113645388,0,0,0,0,0,0,0,
0,4.039326113645388,0.3474170506990323,3.264122261087859,0,0,0,0,0,0,
0,0,3.264122261087859,0.5906196079760175,3.5333626695536524,0,0,0,0,0,
0,0,0,3.5333626695536524,-0.3183932302845583,3.7474825114613415,0,0,0,0,
0,0,0,0,3.7474825114613415,0.6625156075634548,3.7602019977861842,0,0,0,
0,0,0,0,0,3.7602019977861842,-0.198441435429999,2.968532126116267,0,0,
0,0,0,0,0,0,2.968532126116267,0.5276855121028761,3.616097630818069,0,
0,0,0,0,0,0,0,3.616097630818069,-0.3101973598229219,3.41537026195158,
0,0,0,0,0,0,0,0,3.41537026195158,-0.30767046340129744,
0,0,0,0,0,0,0,0,0,3.083424999148281,
