51.1107065905102,12298.344508546099,1534447.2708915852,191450663.25944206,23887012233.805527,2980346699349.0566,371853388931240.44,46395589779376960,5788708171147215000,722248438915195300000,90113854782915620000000,11243370544397811000000000,1402818484495667200000000000,175027558922111520000000000000,21837926090093393000000000000000,2724685294437565700000000000000000,339954898789227200000000000000000000,
0,252.94197117911096,792305.248661163,98854805.49853377,12333966203.131016,1538890471888.103,192005056784566.72,23956183042235576,2988977038237730300,372930183383687200000,46529939808633710000000,5805470822852628000000000,724339889834532100000000000,90374801978196300000000000000,11275928534688310000000000000000,1406880696126707000000000000000000,175534394976429240000000000000000000,
0,0,1091.8511534368913,3943996.187973678,492085479.09522974,61396775855.37798,7660383666757.967,955774584179031.3,119250561777592100,14878713788494832000,1856394810221839300000,231619596989854800000000,28898829825607864000000000,3605663666386684400000000000,449873249316855250000000000000,56130010776551925000000000000000,7003257283157087000000000000000000,
0,0,0,5055.269723334148,17115452.645570546,2135471401.9376392,266439521086.2788,33243259469226.063,4147711639035452,517503762115648000,64568168453183240000,8056073564283055000000,1005144219325196300000000,125410337130252760000000000,15647259723270800000000000000,1952285134144719500000000000000,243583688927610620000000000000000,
0,0,0,0,22924.37589435692,79177487.34020805,9878885106.83496,1232573584871.3125,153786358468332,19187693365737984,2394019731183763500,298698252263148750000,37268133066184290000000,4649889082765840000000000,580159688807521900000000000,72385654479938420000000000000,9031449574287058000000000000000,
0,0,0,0,0,106935.93578957826,359106983.453125,44805321514.75,5590292554176,697492419328000,87025083362443260,10857989166042448000,1354735027750105500000,169028258125995700000000,21089402323837624000000000,2631293106483108000000000000,328302495565935540000000000000,
0,0,0,0,0,0,12313079.614317035,3211964047.357422,400751935252,50001212883248,6238576368660480,778377819717107700,97117033492127940000,12117146658573484000000,1511838218183260800000000,188629787481568530000000000,23535055764540610000000000000,
0,0,0,0,0,0,0,4719265663.638334,-397133512600.5,-49549747760832,-6182247744593920,-771349781964914700,-96240155736796040000,-12007739933409468000000,-1498187705603804700000000,-186926633495896670000000000,-23322555797707680000000000000,
0,0,0,0,0,0,0,0,989483854654.0421,-49990760758432,-6237272274595840,-778215110173786100,-97096732370117070000,-12114613725714025000000,-1511522187832628000000000,-188590356860312470000000000,-23530136069408322000000000000,
0,0,0,0,0,0,0,0,0,173361699972798.44,-6226608643162112,-776884624346841100,-96930729701276650000,-12093901817700880000000,-1508937993050164300000000,-188267931007693030000000000,-23489907463146910000000000000,
0,0,0,0,0,0,0,0,0,0,27950933816363096,-788643528240005100,-98397870483233050000,-12276954779781595000000,-1531777237254124600000000,-191117549088347960000000000,-23845450071131710000000000000,
0,0,0,0,0,0,0,0,0,0,0,4263803733513183700,-96871215759882190000,-12086476352938733000000,-1508011530136903200000000,-188152337534047650000000000,-23475485036819185000000000000,
0,0,0,0,0,0,0,0,0,0,0,0,629370242187986100000,-12150186627923207000000,-1515960564555583000000000,-189144126505116560000000000,-23599229070777033000000000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,90649676186397920000000,-1512705111263520700000000,-188737948511485730000000000,-23548550854606010000000000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,12839505903624404000000000,-190806189919974600000000000,-23806602229352746000000000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1791579572873391400000000000,-23657813729784587000000000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247246282757172060000000000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
