51.1107065905102,12298.344508546099,1534447.2708915852,191450663.25944206,23887012233.805527,2980346699349.0566,371853388931240.44,46395589779376960,5788708171147215000,722248438915195300000,90113854782915620000000,11243370544397811000000000,1402818484495667200000000000,175027558922111520000000000000,21837926090093393000000000000000,2724685294437565700000000000000000,339954898789227200000000000000000000,42415662992980520000000000000000000000,5292138673517209000000000000000000000000,660292207253046800000000000000000000000000,82383668655708130000000000000000000000000000,10278886811960310000000000000000000000000000000,1282481295347983000000000000000000000000000000000,160013268265940230000000000000000000000000000000000,19964615557375762000000000000000000000000000000000000,2490955148115374500000000000000000000000000000000000000,310792738887984820000000000000000000000000000000000000000,38777144027894500000000000000000000000000000000000000000000,4838166117844927600000000000000000000000000000000000000000000,603650732169035500000000000000000000000000000000000000000000000,75316596737799770000000000000000000000000000000000000000000000000,9397138845142494000000000000000000000000000000000000000000000000000,
0,252.94197117911096,792305.248661163,98854805.49853377,12333966203.131016,1538890471888.103,192005056784566.72,23956183042235576,2988977038237730300,372930183383687200000,46529939808633710000000,5805470822852628000000000,724339889834532100000000000,90374801978196300000000000000,11275928534688310000000000000000,1406880696126707000000000000000000,175534394976429240000000000000000000,21901163264639780000000000000000000000,2732575301887792000000000000000000000000,340939323188501400000000000000000000000000,42538488149230364000000000000000000000000000,5307463384098255500000000000000000000000000000,662204248414346800000000000000000000000000000000,82622231164485760000000000000000000000000000000000,10308651898479467000000000000000000000000000000000000,1286195040563157000000000000000000000000000000000000000,160476626688041600000000000000000000000000000000000000000,20022428092940946000000000000000000000000000000000000000000,2498168331493628700000000000000000000000000000000000000000000,311692716962630350000000000000000000000000000000000000000000000,38889432942839350000000000000000000000000000000000000000000000000,4852176237396408000000000000000000000000000000000000000000000000000,
0,0,1091.8511534368913,3943996.187973678,492085479.09522974,61396775855.37798,7660383666757.967,955774584179031.3,119250561777592100,14878713788494832000,1856394810221839300000,231619596989854800000000,28898829825607864000000000,3605663666386684400000000000,449873249316855250000000000000,56130010776551925000000000000000,7003257283157087000000000000000000,873785910523667700000000000000000000,109020957899963430000000000000000000000,13602381450969376000000000000000000000000,1697148738203651000000000000000000000000000,211750703357975600000000000000000000000000000,26419817758611150000000000000000000000000000000,3296361047822388000000000000000000000000000000000,411282025367458150000000000000000000000000000000000,51315041628131860000000000000000000000000000000000000,6402500802081661000000000000000000000000000000000000000,798830425155174300000000000000000000000000000000000000000,99668874378918100000000000000000000000000000000000000000000,12435536012578426000000000000000000000000000000000000000000000,1551563182425637300000000000000000000000000000000000000000000000,193586211854782500000000000000000000000000000000000000000000000000,
0,0,0,5055.269723334148,17115452.645570546,2135471401.9376392,266439521086.2788,33243259469226.063,4147711639035452,517503762115648000,64568168453183240000,8056073564283055000000,1005144219325196300000000,125410337130252760000000000,15647259723270800000000000000,1952285134144719500000000000000,243583688927610620000000000000000,30391571637700443000000000000000000,3791910824061723000000000000000000000,473111027920656800000000000000000000000,59029353570185620000000000000000000000000,7365003936239327000000000000000000000000000,918920498025216800000000000000000000000000000,114652332707651070000000000000000000000000000000,14304999642031824000000000000000000000000000000000,1784813356395586600000000000000000000000000000000000,222688486325303940000000000000000000000000000000000000,27784508539315600000000000000000000000000000000000000000,3466631470311030500000000000000000000000000000000000000000,432526410677606750000000000000000000000000000000000000000000,53965671729411500000000000000000000000000000000000000000000000,6733215945459498000000000000000000000000000000000000000000000000,
0,0,0,0,22924.37589435692,79177487.34020805,9878885106.83496,1232573584871.3125,153786358468332,19187693365737984,2394019731183763500,298698252263148750000,37268133066184290000000,4649889082765840000000000,580159688807521900000000000,72385654479938420000000000000,9031449574287058000000000000000,1126840421612062600000000000000000,140594189818289150000000000000000000,17541726256435686000000000000000000000,2188654882920681000000000000000000000000,273075188069473380000000000000000000000000,34071181765995067000000000000000000000000000,4251010262564284000000000000000000000000000000,530392176487678700000000000000000000000000000000,66176236589189890000000000000000000000000000000000,8256709814487675000000000000000000000000000000000000,1030177303431028900000000000000000000000000000000000000,128533677499427290000000000000000000000000000000000000000,16036954217989797000000000000000000000000000000000000000000,2000906731937871700000000000000000000000000000000000000000000,249650132780767300000000000000000000000000000000000000000000000,
0,0,0,0,0,106935.93578957826,359106983.453125,44805321514.75,5590292554176,697492419328000,87025083362443260,10857989166042448000,1354735027750105500000,169028258125995700000000,21089402323837624000000000,2631293106483108000000000000,328302495565935540000000000000,40961810110626540000000000000000,5110743629683552500000000000000000,637659819580438200000000000000000000,79559859581545890000000000000000000000,9926564387711814000000000000000000000000,1238522554764292600000000000000000000000000,154528602106845890000000000000000000000000000,19280301984179532000000000000000000000000000000,2405574369827937700000000000000000000000000000000,300139907196660450000000000000000000000000000000000,37448006188582510000000000000000000000000000000000000,4672331582618083500000000000000000000000000000000000000,582959805915868540000000000000000000000000000000000000000,72735020887386360000000000000000000000000000000000000000000,9075039497563768000000000000000000000000000000000000000000000,
0,0,0,0,0,0,12313079.614317035,3211964047.357422,400751935252,50001212883248,6238576368660480,778377819717107700,97117033492127940000,12117146658573484000000,1511838218183260800000000,188629787481568530000000000,23535055764540610000000000000,2936433619287172400000000000000,366374420043758800000000000000000,45711987047596420000000000000000000,5703416083671280000000000000000000000,711606673493510000000000000000000000000,88786097546130100000000000000000000000000,11077708276421298000000000000000000000000000,1382149050751522200000000000000000000000000000,172448664653163360000000000000000000000000000000,21516161326292236000000000000000000000000000000000,2684539187667330700000000000000000000000000000000000,334945929221545100000000000000000000000000000000000000,41790701371643190000000000000000000000000000000000000000,5214163147743485000000000000000000000000000000000000000000,650563318296638000000000000000000000000000000000000000000000,
0,0,0,0,0,0,0,4719265663.638334,-397133512600.5,-49549747760832,-6182247744593920,-771349781964914700,-96240155736796040000,-12007739933409468000000,-1498187705603804700000000,-186926633495896670000000000,-23322555797707680000000000000,-2909920318573869000000000000000,-363066395144216400000000000000000,-45299249707093610000000000000000000,-5651919466021445000000000000000000000,-705181518022483700000000000000000000000,-87984440517659320000000000000000000000000,-10977686728331152000000000000000000000000000,-1369669512685356000000000000000000000000000000,-170891611351728710000000000000000000000000000000,-21321890112895716000000000000000000000000000000000,-2660300259650647000000000000000000000000000000000000,-331921674636562000000000000000000000000000000000000000,-41413369671342893000000000000000000000000000000000000000,-5167084034364318600000000000000000000000000000000000000000,-644689327953273100000000000000000000000000000000000000000000,
0,0,0,0,0,0,0,0,989483854654.0421,-49990760758432,-6237272274595840,-778215110173786100,-97096732370117070000,-12114613725714025000000,-1511522187832628000000000,-188590356860312470000000000,-23530136069408322000000000000,-2935819795631848700000000000000,-366297834360804800000000000000000,-45702431536998830000000000000000000,-5702223861748965000000000000000000000,-711457921375962000000000000000000000000,-88767538027672100000000000000000000000000,-11075392627490150000000000000000000000000000,-1381860130920029000000000000000000000000000000,-172412616519199650000000000000000000000000000000,-21511663655124100000000000000000000000000000000000,-2683978018733138400000000000000000000000000000000000,-334875912986548800000000000000000000000000000000000000,-41781965560436810000000000000000000000000000000000000000,-5213073191524389500000000000000000000000000000000000000000,-650427326260757300000000000000000000000000000000000000000000,
0,0,0,0,0,0,0,0,0,173361699972798.44,-6226608643162112,-776884624346841100,-96930729701276650000,-12093901817700880000000,-1508937993050164300000000,-188267931007693030000000000,-23489907463146910000000000000,-2930800534440899000000000000000,-365671588352642400000000000000000,-45624295770055480000000000000000000,-5692474972500811000000000000000000000,-710241568086947300000000000000000000000,-88615775418579490000000000000000000000000,-11056457437484993000000000000000000000000000,-1379497615030232400000000000000000000000000000,-172117849025597680000000000000000000000000000000,-21474885961077967000000000000000000000000000000000,-2679389321317598500000000000000000000000000000000000,-334303387967186500000000000000000000000000000000000000,-41710532489798480000000000000000000000000000000000000000,-5204160596223703400000000000000000000000000000000000000000,-649315314827870500000000000000000000000000000000000000000000,
0,0,0,0,0,0,0,0,0,0,27950933816363096,-788643528240005100,-98397870483233050000,-12276954779781595000000,-1531777237254124600000000,-191117549088347960000000000,-23845450071131710000000000000,-2975161049795467600000000000000,-371206383255776800000000000000000,-46314863853547500000000000000000000,-5778636119551910000000000000000000000,-720991764542865800000000000000000000000,-89957061329295340000000000000000000000000,-11223807665113542000000000000000000000000000,-1400377652499764800000000000000000000000000000,-174723019954344190000000000000000000000000000000,-21799929238270427000000000000000000000000000000000,-2719944481697443800000000000000000000000000000000000,-339363394807423550000000000000000000000000000000000000,-42341861956711880000000000000000000000000000000000000000,-5282930623216621000000000000000000000000000000000000000000,-659143333030330800000000000000000000000000000000000000000000,
0,0,0,0,0,0,0,0,0,0,0,4263803733513183700,-96871215759882190000,-12086476352938733000000,-1508011530136903200000000,-188152337534047650000000000,-23475485036819185000000000000,-2929001069249340000000000000000,-365447071584296600000000000000000,-45596283202850250000000000000000000,-5688979885241600000000000000000000000,-709805490704167900000000000000000000000,-88561366731124660000000000000000000000000,-11049668945262147000000000000000000000000000,-1378650625705151300000000000000000000000000000,-172012171439913350000000000000000000000000000000,-21461700704592763000000000000000000000000000000000,-2677744218166360700000000000000000000000000000000000,-334098130986382780000000000000000000000000000000000000,-41684922889438617000000000000000000000000000000000000000,-5200965321953452000000000000000000000000000000000000000000,-648916645310363200000000000000000000000000000000000000000000,
0,0,0,0,0,0,0,0,0,0,0,0,629370242187986100000,-12150186627923207000000,-1515960564555583000000000,-189144126505116560000000000,-23599229070777033000000000000,-2944440427043768300000000000000,-367373417640302000000000000000000,-45836630459258550000000000000000000,-5718967652652445000000000000000000000,-713547019226641100000000000000000000000,-89028191653855270000000000000000000000000,-11107913990328903000000000000000000000000000,-1385917772011946500000000000000000000000000000,-172918882403834520000000000000000000000000000000,-21574829701082176000000000000000000000000000000000,-2691859149727191700000000000000000000000000000000000,-335859230031503200000000000000000000000000000000000000,-41904652567903910000000000000000000000000000000000000000,-5228380665909110000000000000000000000000000000000000000000,-652337216519673400000000000000000000000000000000000000000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,90649676186397920000000,-1512705111263520700000000,-188737948511485730000000000,-23548550854606010000000000000,-2938117381802322000000000000000,-366584500427086000000000000000000,-45738198453771320000000000000000000,-5706686441915837000000000000000000000,-712014711368979900000000000000000000000,-88837007826244700000000000000000000000000,-11084060270592687000000000000000000000000000,-1382941579583216400000000000000000000000000000,-172547547387582130000000000000000000000000000000,-21528498771387020000000000000000000000000000000000,-2686078510684182500000000000000000000000000000000000,-335137988342232540000000000000000000000000000000000000,-41814664304836406000000000000000000000000000000000000000,-5217152966645498000000000000000000000000000000000000000000,-650936353439157700000000000000000000000000000000000000000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,12839505903624404000000000,-190806189919974600000000000,-23806602229352746000000000000,-2970314066169293000000000000000,-370601632387277000000000000000000,-46239409980449440000000000000000000,-5769221851661896000000000000000000000,-719817160771153600000000000000000000000,-89810507760745000000000000000000000000000,-11205522401863035000000000000000000000000000,-1398096226973200300000000000000000000000000000,-174438369943850460000000000000000000000000000000,-21764413873855195000000000000000000000000000000000,-2715513284556635600000000000000000000000000000000000,-338810520828405120000000000000000000000000000000000000,-42272880689097650000000000000000000000000000000000000000,-5274323937812301500000000000000000000000000000000000000000,-658069489907115000000000000000000000000000000000000000000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1791579572873391400000000000,-23657813729784587000000000000,-2951749946572153000000000000000,-368285415064374000000000000000000,-45950419006096575000000000000000000,-5733164881743385000000000000000000000,-715318386611267800000000000000000000000,-89249202497349480000000000000000000000000,-11135489187396003000000000000000000000000000,-1389358286844436000000000000000000000000000000,-173348150352572420000000000000000000000000000000,-21628388787930156000000000000000000000000000000000,-2698541640794635000000000000000000000000000000000000,-336692994261363450000000000000000000000000000000000000,-42008680069399810000000000000000000000000000000000000000,-5241360021267758000000000000000000000000000000000000000000,-653956631488504700000000000000000000000000000000000000000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247246282757172060000000000000,-2958708524569838000000000000000,-369153626632924950000000000000000,-46058744464152760000000000000000000,-5746680486232101000000000000000000000,-717004708036987400000000000000000000000,-89459602276672430000000000000000000000000,-11161740448188548000000000000000000000000000,-1392633618801412800000000000000000000000000000,-173756808419109940000000000000000000000000000000,-21679376480689440000000000000000000000000000000000,-2704903297292574700000000000000000000000000000000000,-337486728563518200000000000000000000000000000000000000,-42107713116540030000000000000000000000000000000000000000,-5253716224147308600000000000000000000000000000000000000000,-655498296507450500000000000000000000000000000000000000000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33800003129543380000000000000000,-368248633557998100000000000000000,-45945829849223040000000000000000000,-5732592296384381000000000000000000000,-715246946457667500000000000000000000000,-89240288990049320000000000000000000000000,-11134377054463323000000000000000000000000000,-1389219528854028000000000000000000000000000000,-173330837649326300000000000000000000000000000000,-21626228727815257000000000000000000000000000000000,-2698272132405608400000000000000000000000000000000000,-336659367987937680000000000000000000000000000000000000,-42004484576862225000000000000000000000000000000000000000,-5240836554133043600000000000000000000000000000000000000000,-653891319673514600000000000000000000000000000000000000000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4584092898172382500000000000000000,-45779707080194845000000000000000000,-5711865412122571000000000000000000000,-712660883365586900000000000000000000000,-88917629769801630000000000000000000000000,-11094119347121238000000000000000000000000000,-1384196635981188900000000000000000000000000000,-172704138825852730000000000000000000000000000000,-21548036452211632000000000000000000000000000000000,-2688516200015820300000000000000000000000000000000000,-335442134938445700000000000000000000000000000000000000,-41852612207940240000000000000000000000000000000000000000,-5221887668119104000000000000000000000000000000000000000000,-651527095683864900000000000000000000000000000000000000000000,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617918301756250200000000000000000000,-5735346508353843000000000000000000000,-715590584745787800000000000000000000000,-89283164192320280000000000000000000000000,-11139726535270485000000000000000000000000000,-1389886975546466700000000000000000000000000000,-173414113978160280000000000000000000000000000000,-21636618984724153000000000000000000000000000000000,-2699568508595705700000000000000000000000000000000000,-336821115140067670000000000000000000000000000000000000,-42024665518972320000000000000000000000000000000000000000,-5243354502403043000000000000000000000000000000000000000000,-654205480084710100000000000000000000000000000000000000000000,
